name,size,type,extension,sensitivity,algorithm
Abuse001_x264_6.mp4,22829,video,.mp4,0.920,ChaCha20
Abuse001_x264_7.mp4,21677,video,.mp4,0.908,ChaCha20
Abuse001_x264_8.mp4,21801,video,.mp4,0.938,AES-256
Abuse001_x264_9.mp4,22064,video,.mp4,0.977,ChaCha20
Abuse003_x264_0.mp4,71033,video,.mp4,0.963,ChaCha20
Abuse003_x264_1.mp4,65829,video,.mp4,0.953,ChaCha20
Abuse003_x264_10.mp4,76451,video,.mp4,0.952,ChaCha20
Abuse003_x264_11.mp4,71874,video,.mp4,0.908,ChaCha20
Abuse003_x264_12.mp4,68569,video,.mp4,0.938,ChaCha20
Abuse003_x264_13.mp4,68019,video,.mp4,0.963,ChaCha20
Abuse003_x264_14.mp4,66970,video,.mp4,0.947,ChaCha20
Abuse003_x264_15.mp4,67747,video,.mp4,0.930,ChaCha20
Abuse003_x264_16.mp4,67354,video,.mp4,0.915,ChaCha20
Abuse003_x264_17.mp4,66943,video,.mp4,0.980,Camellia-256
Abuse003_x264_18.mp4,69780,video,.mp4,0.946,ChaCha20
Abuse003_x264_19.mp4,76552,video,.mp4,0.971,AES-256
Abuse003_x264_2.mp4,65816,video,.mp4,0.902,ChaCha20
Abuse003_x264_20.mp4,72899,video,.mp4,0.906,AES-256
Abuse003_x264_21.mp4,69951,video,.mp4,0.914,ChaCha20
Abuse003_x264_22.mp4,69311,video,.mp4,0.979,ChaCha20
Abuse003_x264_23.mp4,79594,video,.mp4,0.966,ChaCha20
Abuse003_x264_24.mp4,73159,video,.mp4,0.895,ChaCha20
Abuse003_x264_25.mp4,69788,video,.mp4,0.973,Camellia-256
Abuse003_x264_26.mp4,66969,video,.mp4,0.968,ChaCha20
Abuse003_x264_27.mp4,65713,video,.mp4,0.914,Camellia-256
Abuse003_x264_28.mp4,65798,video,.mp4,0.950,ChaCha20
Abuse003_x264_29.mp4,65736,video,.mp4,0.974,ChaCha20
Abuse003_x264_3.mp4,67032,video,.mp4,0.893,ChaCha20
Abuse003_x264_30.mp4,65595,video,.mp4,0.972,ChaCha20
Abuse003_x264_31.mp4,68469,video,.mp4,0.956,ChaCha20
Abuse003_x264_4.mp4,66844,video,.mp4,0.924,ChaCha20
Abuse003_x264_5.mp4,67601,video,.mp4,0.961,ChaCha20
Abuse003_x264_6.mp4,74417,video,.mp4,0.908,ChaCha20
Abuse003_x264_7.mp4,72794,video,.mp4,0.895,AES-256
Abuse003_x264_8.mp4,70566,video,.mp4,0.895,ChaCha20
Abuse003_x264_9.mp4,66099,video,.mp4,0.910,ChaCha20
Abuse004_x264_0.mp4,402910,video,.mp4,0.972,AES-128
Abuse004_x264_1.mp4,480730,video,.mp4,0.951,ASCON-128
Abuse004_x264_10.mp4,414510,video,.mp4,0.893,ASCON-128
Abuse004_x264_11.mp4,416333,video,.mp4,0.928,Camellia-256
Abuse004_x264_12.mp4,433298,video,.mp4,0.932,Camellia-256
Abuse004_x264_13.mp4,426927,video,.mp4,0.975,ChaCha20
Abuse004_x264_14.mp4,368489,video,.mp4,0.892,ChaCha20
Abuse004_x264_15.mp4,359100,video,.mp4,0.913,Camellia-256
Abuse004_x264_16.mp4,358368,video,.mp4,0.980,AES-256
Abuse004_x264_17.mp4,357931,video,.mp4,0.902,ChaCha20
Abuse004_x264_18.mp4,354296,video,.mp4,0.895,ChaCha20
Abuse004_x264_19.mp4,362257,video,.mp4,0.955,AES-128
Abuse004_x264_2.mp4,474487,video,.mp4,0.884,ChaCha20
Abuse004_x264_20.mp4,379836,video,.mp4,0.926,ASCON-128
Abuse004_x264_21.mp4,364179,video,.mp4,0.961,Camellia-256
Abuse004_x264_22.mp4,361710,video,.mp4,0.909,ChaCha20
Abuse004_x264_23.mp4,357317,video,.mp4,0.907,AES-256
Abuse004_x264_24.mp4,360423,video,.mp4,0.949,Camellia-256
Abuse004_x264_25.mp4,371971,video,.mp4,0.945,ChaCha20
Abuse004_x264_26.mp4,434647,video,.mp4,0.923,AES-256
Abuse004_x264_27.mp4,392935,video,.mp4,0.912,Camellia-256
Abuse004_x264_28.mp4,441443,video,.mp4,0.968,AES-256
Abuse004_x264_29.mp4,434230,video,.mp4,0.972,ChaCha20
Abuse004_x264_3.mp4,428398,video,.mp4,0.953,ASCON-128
Abuse004_x264_30.mp4,422345,video,.mp4,0.939,Camellia-256
Abuse004_x264_31.mp4,434809,video,.mp4,0.942,Camellia-256
Abuse004_x264_4.mp4,444746,video,.mp4,0.954,ChaCha20
Abuse004_x264_5.mp4,415595,video,.mp4,0.886,ChaCha20
Abuse004_x264_6.mp4,400994,video,.mp4,0.928,AES-256
Abuse004_x264_7.mp4,404539,video,.mp4,0.942,ASCON-128
Abuse004_x264_8.mp4,384057,video,.mp4,0.938,AES-256
Abuse004_x264_9.mp4,415165,video,.mp4,0.899,AES-128
Abuse006_x264_0.mp4,78767,video,.mp4,0.962,ChaCha20
Abuse006_x264_1.mp4,148712,video,.mp4,0.902,ChaCha20
Abuse006_x264_10.mp4,83793,video,.mp4,0.917,Camellia-256
Abuse006_x264_11.mp4,96061,video,.mp4,0.883,AES-256
Abuse006_x264_12.mp4,94005,video,.mp4,0.920,Camellia-256
Abuse006_x264_13.mp4,77949,video,.mp4,0.962,AES-256
Abuse006_x264_14.mp4,67282,video,.mp4,0.905,Camellia-256
Abuse006_x264_15.mp4,73776,video,.mp4,0.978,Camellia-256
Abuse006_x264_16.mp4,89814,video,.mp4,0.967,ChaCha20
Abuse006_x264_17.mp4,88224,video,.mp4,0.942,ChaCha20
Abuse006_x264_18.mp4,94625,video,.mp4,0.920,ChaCha20
Abuse006_x264_19.mp4,91093,video,.mp4,0.885,AES-256
Abuse006_x264_2.mp4,162415,video,.mp4,0.973,Camellia-256
Abuse006_x264_20.mp4,107516,video,.mp4,0.922,ChaCha20
Abuse006_x264_21.mp4,111521,video,.mp4,0.890,ChaCha20
Abuse006_x264_22.mp4,105433,video,.mp4,0.910,AES-256
Abuse006_x264_23.mp4,106257,video,.mp4,0.942,ChaCha20
Abuse006_x264_24.mp4,88507,video,.mp4,0.931,Camellia-256
Abuse006_x264_25.mp4,98953,video,.mp4,0.912,ChaCha20
Abuse006_x264_26.mp4,84004,video,.mp4,0.934,ChaCha20
Abuse006_x264_27.mp4,99521,video,.mp4,0.927,Camellia-256
Abuse006_x264_28.mp4,91870,video,.mp4,0.979,Camellia-256
Abuse006_x264_29.mp4,112297,video,.mp4,0.955,Camellia-256
Abuse006_x264_3.mp4,177481,video,.mp4,0.970,ASCON-128
Abuse006_x264_30.mp4,123920,video,.mp4,0.967,Camellia-256
Abuse006_x264_31.mp4,104370,video,.mp4,0.962,Camellia-256
Abuse006_x264_4.mp4,151133,video,.mp4,0.905,AES-256
Abuse006_x264_5.mp4,112455,video,.mp4,0.957,AES-256
Abuse006_x264_6.mp4,106775,video,.mp4,0.950,ChaCha20
Abuse006_x264_7.mp4,93509,video,.mp4,0.906,Camellia-256
Abuse006_x264_8.mp4,92600,video,.mp4,0.910,AES-256
Abuse006_x264_9.mp4,93350,video,.mp4,0.934,ChaCha20
Abuse007_x264_0.mp4,15173,video,.mp4,0.931,ChaCha20
Abuse007_x264_1.mp4,28904,video,.mp4,0.931,ChaCha20
Abuse007_x264_10.mp4,15558,video,.mp4,0.965,AES-256
Abuse007_x264_11.mp4,14949,video,.mp4,0.938,AES-256
Abuse007_x264_12.mp4,14249,video,.mp4,0.880,Camellia-256
Abuse007_x264_13.mp4,14722,video,.mp4,0.937,Camellia-256
Abuse007_x264_14.mp4,15074,video,.mp4,0.880,ChaCha20
Abuse007_x264_15.mp4,14289,video,.mp4,0.917,AES-256
Abuse007_x264_16.mp4,14028,video,.mp4,0.948,AES-256
Abuse007_x264_17.mp4,13324,video,.mp4,0.948,Camellia-256
Abuse007_x264_18.mp4,12750,video,.mp4,0.929,AES-256
Abuse007_x264_19.mp4,13481,video,.mp4,0.922,Camellia-256
Abuse007_x264_2.mp4,17810,video,.mp4,0.922,AES-256
Abuse007_x264_20.mp4,13153,video,.mp4,0.978,Camellia-256
Abuse007_x264_21.mp4,12207,video,.mp4,0.947,AES-256
Abuse007_x264_22.mp4,12573,video,.mp4,0.958,ChaCha20
Abuse007_x264_23.mp4,12622,video,.mp4,0.884,Camellia-256
Abuse007_x264_24.mp4,12837,video,.mp4,0.972,Camellia-256
Abuse007_x264_25.mp4,13968,video,.mp4,0.930,Camellia-256
Abuse007_x264_26.mp4,14543,video,.mp4,0.967,AES-256
Abuse007_x264_27.mp4,15281,video,.mp4,0.957,AES-256
Abuse007_x264_28.mp4,16118,video,.mp4,0.936,AES-256
Abuse007_x264_29.mp4,15931,video,.mp4,0.969,ChaCha20
Abuse007_x264_3.mp4,17081,video,.mp4,0.965,Camellia-256
Abuse007_x264_30.mp4,14876,video,.mp4,0.936,ChaCha20
Abuse007_x264_31.mp4,13203,video,.mp4,0.912,ChaCha20
Abuse007_x264_4.mp4,15589,video,.mp4,0.899,AES-256
Abuse007_x264_5.mp4,13644,video,.mp4,0.925,Camellia-256
Abuse007_x264_6.mp4,13306,video,.mp4,0.904,ChaCha20
Abuse007_x264_7.mp4,11484,video,.mp4,0.889,ChaCha20
Abuse007_x264_8.mp4,11385,video,.mp4,0.956,AES-256
Abuse007_x264_9.mp4,13479,video,.mp4,0.934,ChaCha20
Abuse008_x264_0.mp4,52485,video,.mp4,0.912,AES-256
Abuse008_x264_1.mp4,66492,video,.mp4,0.899,ChaCha20
Abuse008_x264_10.mp4,59662,video,.mp4,0.933,Camellia-256
Abuse008_x264_11.mp4,69924,video,.mp4,0.979,Camellia-256
Abuse008_x264_12.mp4,56561,video,.mp4,0.944,ChaCha20
Abuse008_x264_13.mp4,45849,video,.mp4,0.975,ChaCha20
Abuse008_x264_14.mp4,45567,video,.mp4,0.898,ChaCha20
Abuse008_x264_15.mp4,46298,video,.mp4,0.912,AES-256
Abuse008_x264_16.mp4,58161,video,.mp4,0.925,Camellia-256
Abuse008_x264_17.mp4,43965,video,.mp4,0.891,Camellia-256
Abuse008_x264_18.mp4,61886,video,.mp4,0.952,ChaCha20
Abuse008_x264_19.mp4,61826,video,.mp4,0.911,ChaCha20
Abuse008_x264_2.mp4,63095,video,.mp4,0.884,AES-256
Abuse008_x264_20.mp4,87947,video,.mp4,0.950,AES-256
Abuse008_x264_21.mp4,86487,video,.mp4,0.896,Camellia-256
Abuse008_x264_22.mp4,61416,video,.mp4,0.897,AES-256
Abuse008_x264_23.mp4,49515,video,.mp4,0.941,Camellia-256
Abuse008_x264_24.mp4,63594,video,.mp4,0.969,Camellia-256
Abuse008_x264_25.mp4,86549,video,.mp4,0.906,Camellia-256
Abuse008_x264_26.mp4,70584,video,.mp4,0.904,ChaCha20
Abuse008_x264_27.mp4,75711,video,.mp4,0.886,ChaCha20
Abuse008_x264_28.mp4,82146,video,.mp4,0.930,Camellia-256
Abuse008_x264_29.mp4,63796,video,.mp4,0.961,Camellia-256
Abuse008_x264_3.mp4,60643,video,.mp4,0.895,ChaCha20
Abuse008_x264_30.mp4,57977,video,.mp4,0.900,AES-256
Abuse008_x264_31.mp4,71007,video,.mp4,0.911,Camellia-256
Abuse008_x264_4.mp4,78536,video,.mp4,0.939,AES-256
Abuse008_x264_5.mp4,96787,video,.mp4,0.939,Camellia-256
Abuse008_x264_6.mp4,67344,video,.mp4,0.954,ChaCha20
Abuse008_x264_7.mp4,60991,video,.mp4,0.881,AES-256
Abuse008_x264_8.mp4,57763,video,.mp4,0.897,ChaCha20
Abuse008_x264_9.mp4,59808,video,.mp4,0.892,ChaCha20
Abuse010_x264_0.mp4,33251,video,.mp4,0.886,ChaCha20
Abuse010_x264_1.mp4,27386,video,.mp4,0.917,Camellia-256
Abuse010_x264_10.mp4,35841,video,.mp4,0.894,Camellia-256
Abuse010_x264_11.mp4,25824,video,.mp4,0.959,Camellia-256
Abuse010_x264_12.mp4,26699,video,.mp4,0.916,Camellia-256
Abuse010_x264_13.mp4,27474,video,.mp4,0.975,AES-256
Abuse010_x264_14.mp4,30427,video,.mp4,0.883,ChaCha20
Abuse010_x264_15.mp4,28388,video,.mp4,0.894,ChaCha20
Abuse010_x264_16.mp4,27172,video,.mp4,0.883,Camellia-256
Abuse010_x264_17.mp4,30286,video,.mp4,0.930,AES-256
Abuse010_x264_18.mp4,29806,video,.mp4,0.935,Camellia-256
Abuse010_x264_19.mp4,30036,video,.mp4,0.924,ChaCha20
Abuse010_x264_2.mp4,31437,video,.mp4,0.932,AES-256
Abuse010_x264_20.mp4,34173,video,.mp4,0.954,AES-256
Abuse010_x264_21.mp4,30411,video,.mp4,0.898,Camellia-256
Abuse010_x264_22.mp4,31591,video,.mp4,0.970,Camellia-256
Abuse010_x264_23.mp4,30901,video,.mp4,0.964,AES-256
Abuse010_x264_24.mp4,34736,video,.mp4,0.977,AES-256
Abuse010_x264_25.mp4,41645,video,.mp4,0.915,ChaCha20
Abuse010_x264_26.mp4,36305,video,.mp4,0.931,Camellia-256
Abuse010_x264_27.mp4,35047,video,.mp4,0.979,ChaCha20
Abuse010_x264_28.mp4,32151,video,.mp4,0.962,ChaCha20
Abuse010_x264_29.mp4,35389,video,.mp4,0.951,ChaCha20
Abuse010_x264_3.mp4,32385,video,.mp4,0.929,ChaCha20
Abuse010_x264_30.mp4,47370,video,.mp4,0.891,Camellia-256
Abuse010_x264_31.mp4,46104,video,.mp4,0.970,Camellia-256
Abuse010_x264_4.mp4,38131,video,.mp4,0.908,Camellia-256
Abuse010_x264_5.mp4,35757,video,.mp4,0.907,Camellia-256
Abuse010_x264_6.mp4,28782,video,.mp4,0.953,Camellia-256
Abuse010_x264_7.mp4,29796,video,.mp4,0.929,Camellia-256
Abuse010_x264_8.mp4,30968,video,.mp4,0.892,ChaCha20
Abuse010_x264_9.mp4,33121,video,.mp4,0.893,ChaCha20
Abuse012_x264_0.mp4,39761,video,.mp4,0.885,ChaCha20
Abuse012_x264_1.mp4,39572,video,.mp4,0.944,AES-256
Abuse012_x264_10.mp4,49416,video,.mp4,0.953,Camellia-256
Abuse012_x264_11.mp4,59901,video,.mp4,0.888,AES-256
Abuse012_x264_12.mp4,66145,video,.mp4,0.967,ChaCha20
Abuse012_x264_13.mp4,58370,video,.mp4,0.936,Camellia-256
Abuse012_x264_14.mp4,55154,video,.mp4,0.911,ChaCha20
Abuse012_x264_15.mp4,43883,video,.mp4,0.938,ChaCha20
Abuse012_x264_16.mp4,55310,video,.mp4,0.937,Camellia-256
Abuse012_x264_17.mp4,64946,video,.mp4,0.907,ChaCha20
Abuse012_x264_18.mp4,55219,video,.mp4,0.899,AES-256
Abuse012_x264_19.mp4,56284,video,.mp4,0.908,ChaCha20
Abuse012_x264_2.mp4,61878,video,.mp4,0.939,ChaCha20
Abuse012_x264_20.mp4,57170,video,.mp4,0.959,Camellia-256
Abuse012_x264_21.mp4,45918,video,.mp4,0.958,ChaCha20
Abuse012_x264_22.mp4,50213,video,.mp4,0.968,ChaCha20
Abuse012_x264_23.mp4,51815,video,.mp4,0.884,AES-256
Abuse012_x264_24.mp4,51132,video,.mp4,0.974,ChaCha20
Abuse012_x264_25.mp4,68683,video,.mp4,0.950,ChaCha20
Abuse012_x264_26.mp4,50340,video,.mp4,0.975,AES-256
Abuse012_x264_27.mp4,50505,video,.mp4,0.890,ChaCha20
Abuse012_x264_28.mp4,51583,video,.mp4,0.891,AES-256
Abuse012_x264_29.mp4,43166,video,.mp4,0.948,AES-256
Abuse012_x264_3.mp4,55926,video,.mp4,0.891,ChaCha20
Abuse012_x264_30.mp4,46673,video,.mp4,0.891,Camellia-256
Abuse012_x264_31.mp4,40605,video,.mp4,0.897,ChaCha20
Abuse012_x264_4.mp4,53650,video,.mp4,0.910,Camellia-256
Abuse012_x264_5.mp4,58999,video,.mp4,0.910,ChaCha20
Abuse012_x264_6.mp4,61508,video,.mp4,0.896,AES-256
Abuse012_x264_7.mp4,52189,video,.mp4,0.925,Camellia-256
Abuse012_x264_8.mp4,52966,video,.mp4,0.905,ChaCha20
Abuse012_x264_9.mp4,49222,video,.mp4,0.905,ChaCha20
Abuse013_x264_0.mp4,126206,video,.mp4,0.969,AES-256
Abuse013_x264_1.mp4,85734,video,.mp4,0.888,ChaCha20
Abuse013_x264_10.mp4,67330,video,.mp4,0.926,Camellia-256
Abuse013_x264_11.mp4,73017,video,.mp4,0.960,ChaCha20
Abuse013_x264_12.mp4,65218,video,.mp4,0.899,ASCON-128
Abuse013_x264_13.mp4,62342,video,.mp4,0.976,ChaCha20
Abuse013_x264_14.mp4,90109,video,.mp4,0.958,Camellia-256
Abuse013_x264_15.mp4,89220,video,.mp4,0.897,Twofish
Abuse013_x264_16.mp4,91743,video,.mp4,0.928,AES-256
Abuse013_x264_17.mp4,69705,video,.mp4,0.916,Camellia-256
Abuse013_x264_18.mp4,57193,video,.mp4,0.966,AES-256
Abuse013_x264_19.mp4,64603,video,.mp4,0.951,ChaCha20
Abuse013_x264_2.mp4,72291,video,.mp4,0.968,ChaCha20
Abuse013_x264_20.mp4,102314,video,.mp4,0.921,ASCON-128
Abuse013_x264_21.mp4,117930,video,.mp4,0.960,AES-256
Abuse013_x264_22.mp4,112379,video,.mp4,0.965,Camellia-256
Abuse013_x264_23.mp4,123944,video,.mp4,0.953,Camellia-256
Abuse013_x264_24.mp4,113302,video,.mp4,0.904,Camellia-256
Abuse013_x264_25.mp4,133684,video,.mp4,0.917,AES-256
Abuse013_x264_26.mp4,117545,video,.mp4,0.907,Camellia-256
Abuse013_x264_27.mp4,122934,video,.mp4,0.957,Camellia-256
Abuse013_x264_28.mp4,113730,video,.mp4,0.906,ChaCha20
Abuse013_x264_29.mp4,132254,video,.mp4,0.976,ChaCha20
Abuse013_x264_3.mp4,63745,video,.mp4,0.973,ChaCha20
Abuse013_x264_30.mp4,113795,video,.mp4,0.938,ASCON-128
Abuse013_x264_31.mp4,108612,video,.mp4,0.920,Camellia-256
Abuse013_x264_4.mp4,78419,video,.mp4,0.935,ChaCha20
Abuse013_x264_5.mp4,82921,video,.mp4,0.928,ChaCha20
Abuse013_x264_6.mp4,81446,video,.mp4,0.967,ChaCha20
Abuse013_x264_7.mp4,87420,video,.mp4,0.880,AES-256
Abuse013_x264_8.mp4,85196,video,.mp4,0.922,ChaCha20
Abuse013_x264_9.mp4,75323,video,.mp4,0.897,ChaCha20
Abuse014_x264_0.mp4,27140,video,.mp4,0.979,Camellia-256
Abuse014_x264_1.mp4,22854,video,.mp4,0.898,ChaCha20
Abuse014_x264_10.mp4,30077,video,.mp4,0.953,AES-256
Abuse014_x264_11.mp4,31394,video,.mp4,0.885,ChaCha20
Abuse014_x264_12.mp4,31918,video,.mp4,0.908,AES-256
Abuse014_x264_13.mp4,27023,video,.mp4,0.900,ChaCha20
Abuse014_x264_14.mp4,29490,video,.mp4,0.902,ChaCha20
Abuse014_x264_15.mp4,37966,video,.mp4,0.881,Camellia-256
Abuse014_x264_16.mp4,29292,video,.mp4,0.926,ChaCha20
Abuse014_x264_17.mp4,31935,video,.mp4,0.899,Camellia-256
Abuse014_x264_18.mp4,28432,video,.mp4,0.966,Camellia-256
Abuse014_x264_19.mp4,31200,video,.mp4,0.908,ChaCha20
Abuse014_x264_2.mp4,24972,video,.mp4,0.938,ChaCha20
Abuse014_x264_20.mp4,35128,video,.mp4,0.949,AES-256
Abuse014_x264_21.mp4,39151,video,.mp4,0.918,Camellia-256
Abuse014_x264_22.mp4,35532,video,.mp4,0.882,ChaCha20
Abuse014_x264_23.mp4,33097,video,.mp4,0.979,Camellia-256
Abuse014_x264_24.mp4,30249,video,.mp4,0.889,AES-256
Abuse014_x264_25.mp4,32767,video,.mp4,0.896,ChaCha20
Abuse014_x264_26.mp4,27409,video,.mp4,0.920,AES-256
Abuse014_x264_27.mp4,28758,video,.mp4,0.958,ChaCha20
Abuse014_x264_28.mp4,26222,video,.mp4,0.932,AES-256
Abuse014_x264_29.mp4,27763,video,.mp4,0.935,ChaCha20
Abuse014_x264_3.mp4,22748,video,.mp4,0.916,AES-256
Abuse014_x264_30.mp4,30644,video,.mp4,0.965,Camellia-256
Abuse014_x264_31.mp4,27288,video,.mp4,0.937,ChaCha20
Abuse014_x264_4.mp4,24374,video,.mp4,0.884,Camellia-256
Abuse014_x264_5.mp4,29633,video,.mp4,0.930,AES-256
Abuse014_x264_6.mp4,23793,video,.mp4,0.947,AES-256
Abuse014_x264_7.mp4,25330,video,.mp4,0.950,Camellia-256
Abuse014_x264_8.mp4,24893,video,.mp4,0.916,Camellia-256
Abuse014_x264_9.mp4,24805,video,.mp4,0.943,Camellia-256
Abuse016_x264_0.mp4,15561,video,.mp4,0.962,ChaCha20
Abuse016_x264_1.mp4,17149,video,.mp4,0.958,ChaCha20
Abuse016_x264_10.mp4,17831,video,.mp4,0.925,AES-256
Abuse016_x264_11.mp4,18309,video,.mp4,0.897,ChaCha20
Abuse016_x264_12.mp4,19344,video,.mp4,0.910,ChaCha20
Abuse016_x264_13.mp4,22126,video,.mp4,0.937,ChaCha20
Abuse016_x264_14.mp4,22808,video,.mp4,0.917,ChaCha20
Abuse016_x264_15.mp4,21584,video,.mp4,0.883,ChaCha20
Abuse016_x264_16.mp4,21780,video,.mp4,0.909,AES-256
Abuse016_x264_17.mp4,23099,video,.mp4,0.975,Camellia-256
Abuse016_x264_18.mp4,25374,video,.mp4,0.884,ChaCha20
Abuse016_x264_19.mp4,28821,video,.mp4,0.969,AES-256
Abuse016_x264_2.mp4,17975,video,.mp4,0.906,Camellia-256
Abuse016_x264_20.mp4,29236,video,.mp4,0.948,ChaCha20
Abuse016_x264_21.mp4,31761,video,.mp4,0.975,ChaCha20
Abuse016_x264_22.mp4,30924,video,.mp4,0.912,ChaCha20
Abuse016_x264_23.mp4,35842,video,.mp4,0.968,ChaCha20
Abuse016_x264_24.mp4,31885,video,.mp4,0.895,Camellia-256
Abuse016_x264_25.mp4,32784,video,.mp4,0.941,AES-256
Abuse016_x264_26.mp4,29210,video,.mp4,0.967,AES-256
Abuse016_x264_27.mp4,27076,video,.mp4,0.951,ChaCha20
Abuse016_x264_28.mp4,25025,video,.mp4,0.961,AES-256
Abuse016_x264_29.mp4,21396,video,.mp4,0.915,AES-256
Abuse016_x264_3.mp4,22629,video,.mp4,0.916,Camellia-256
Abuse016_x264_30.mp4,21734,video,.mp4,0.897,AES-256
Abuse016_x264_31.mp4,20861,video,.mp4,0.932,ChaCha20
Abuse016_x264_4.mp4,21002,video,.mp4,0.959,AES-256
Abuse016_x264_5.mp4,16885,video,.mp4,0.929,AES-256
Abuse016_x264_6.mp4,18123,video,.mp4,0.926,ChaCha20
Abuse016_x264_7.mp4,18857,video,.mp4,0.899,AES-256
Abuse016_x264_8.mp4,23448,video,.mp4,0.896,AES-256
Abuse016_x264_9.mp4,21227,video,.mp4,0.976,ChaCha20
Abuse017_x264_0.mp4,94064,video,.mp4,0.948,Camellia-256
Abuse017_x264_1.mp4,73452,video,.mp4,0.927,ChaCha20
Abuse017_x264_10.mp4,73034,video,.mp4,0.954,AES-256
Abuse017_x264_11.mp4,73639,video,.mp4,0.931,AES-256
Abuse017_x264_12.mp4,67145,video,.mp4,0.947,AES-256
Abuse017_x264_13.mp4,68034,video,.mp4,0.946,AES-256
Abuse017_x264_14.mp4,77097,video,.mp4,0.880,ChaCha20
Abuse017_x264_15.mp4,73558,video,.mp4,0.937,AES-256
Abuse017_x264_16.mp4,72368,video,.mp4,0.970,AES-256
Abuse017_x264_17.mp4,72476,video,.mp4,0.937,ChaCha20
Abuse017_x264_18.mp4,69900,video,.mp4,0.920,AES-256
Abuse017_x264_19.mp4,71522,video,.mp4,0.885,Camellia-256
Abuse017_x264_2.mp4,75084,video,.mp4,0.972,Camellia-256
Abuse017_x264_20.mp4,105993,video,.mp4,0.956,ASCON-128
Abuse017_x264_21.mp4,77632,video,.mp4,0.968,AES-256
Abuse017_x264_22.mp4,72661,video,.mp4,0.953,Camellia-256
Abuse017_x264_23.mp4,72391,video,.mp4,0.909,ChaCha20
Abuse017_x264_24.mp4,40753,video,.mp4,0.975,AES-256
Abuse017_x264_25.mp4,37927,video,.mp4,0.890,Camellia-256
Abuse017_x264_26.mp4,43163,video,.mp4,0.954,ChaCha20
Abuse017_x264_27.mp4,43877,video,.mp4,0.884,AES-256
Abuse017_x264_28.mp4,36937,video,.mp4,0.881,Camellia-256
Abuse017_x264_29.mp4,38200,video,.mp4,0.972,Camellia-256
Abuse017_x264_3.mp4,74132,video,.mp4,0.959,Camellia-256
Abuse017_x264_30.mp4,40485,video,.mp4,0.901,ChaCha20
Abuse017_x264_31.mp4,47032,video,.mp4,0.956,ChaCha20
Abuse017_x264_4.mp4,75564,video,.mp4,0.900,Camellia-256
Abuse017_x264_5.mp4,77863,video,.mp4,0.963,ChaCha20
Abuse017_x264_6.mp4,83449,video,.mp4,0.892,ChaCha20
Abuse017_x264_7.mp4,86132,video,.mp4,0.911,ChaCha20
Abuse017_x264_8.mp4,74206,video,.mp4,0.937,ChaCha20
Abuse017_x264_9.mp4,79520,video,.mp4,0.900,ChaCha20
Abuse018_x264_0.mp4,25192,video,.mp4,0.974,AES-256
Abuse018_x264_1.mp4,25414,video,.mp4,0.905,AES-256
Abuse018_x264_10.mp4,20578,video,.mp4,0.958,ChaCha20
Abuse018_x264_11.mp4,21569,video,.mp4,0.944,ChaCha20
Abuse018_x264_12.mp4,22801,video,.mp4,0.904,Camellia-256
Abuse018_x264_13.mp4,20015,video,.mp4,0.900,Camellia-256
Abuse018_x264_14.mp4,21077,video,.mp4,0.908,ChaCha20
Abuse018_x264_15.mp4,20438,video,.mp4,0.902,ChaCha20
Abuse018_x264_16.mp4,19955,video,.mp4,0.960,ChaCha20
